who	O
played	1-5
robin	B-character.name
in	1-movie.name
batman	B-movie.name
forever	I-movie.name

find	O
the	O
male	O
actor	1-movie.name
from	1-movie.name
dirty	B-movie.name
harry	I-movie.name

show	O
me	O
the	O
actor	O
of	1-movie.name
the	1-movie.name
ranam	B-movie.name

rocky	B-movie.name
actor	O

what	O
actor	O
played	1-movie.name
in	1-movie.name
the	B-movie.name
amazing	I-movie.name
spider	I-movie.name
man	I-movie.name

who	O
are	O
the	O
actors	1-movie.name
in	1-movie.name
captain	B-movie.name
america	I-movie.name

who	O
starred	1-movie.name
in	1-movie.name
captain	B-movie.name
america	I-movie.name

who	O
was	O
in	O
the	O
movie	1-6
captain	B-movie.name
america	I-movie.name

who	O
were	O
the	O
cast	O
members	1-movie.name
in	1-movie.name
the	B-movie.name
hobbist	I-movie.name

show	O
me	O
the	O
actor	O
of	O
the	O
movie	1-6
varsham	B-movie.name

which	O
female	O
actors	O
starred	1-movie.name
in	1-movie.name
hitch	B-movie.name

can	O
i	O
see	O
the	O
cast	O
and	O
crew	O
for	O
the	O
movie	1-6
in	B-movie.name
july	I-movie.name

list	O
cast	O
and	1-movie.name
crew	1-movie.name
in	B-movie.name
july	I-movie.name

who	O
stars	1-movie.name
in	1-movie.name
in	B-movie.name
july	I-movie.name

who	O
stars	1-movie.name
in	1-movie.name
in	B-movie.name
july	I-movie.name

roll	O
credits	1-movie.name
for	1-movie.name
top	B-movie.name
gun	I-movie.name

show	O
me	O
the	O
actor	O
of	O
the	O
movie	1-6
sirisiri	B-movie.name
muvva	I-movie.name

rocky	B-movie.name
2	O
actor	O

who	1-character.name
is	1-character.name
chewbakka	B-character.name

who	O
stared	1-movie.name
in	1-movie.name
i	B-movie.name
love	I-movie.name
lucy	I-movie.name

apollo	B-movie.name
thirteen	I-movie.name
cast	O
members	O

can	O
you	O
tell	O
me	O
more	O
about	O
the	O
cast	O
and	O
crew	O
of	O
the	O
movie	1-6
apollo	B-movie.name
thirteen	I-movie.name

cast	O
and	O
crew	1-movie.name
for	1-movie.name
apollo	B-movie.name
thirteen	I-movie.name

castmembers	1-movie.name
of	1-movie.name
apollo	B-movie.name
thirteen	I-movie.name

complete	O
cast	O
and	O
crew	1-movie.name
of	1-movie.name
apollo	B-movie.name
thirteen	I-movie.name

find	O
for	O
information	O
about	O
the	O
cast	1-movie.name
of	1-movie.name
appolo	B-movie.name
thirteen	I-movie.name

find	O
info	O
on	O
the	O
crew	1-movie.name
of	1-movie.name
apollo	B-movie.name
thirteen	I-movie.name

give	O
me	O
more	O
facts	O
about	O
the	O
cast	O
and	O
crew	O
of	O
the	O
movie	1-6
apollo	B-movie.name
thirteen	I-movie.name

i	O
need	O
to	O
know	O
in	O
detail	O
about	O
the	O
cast	O
and	O
crew	O
of	O
the	O
movie	1-6
apollo	B-movie.name
thirteen	I-movie.name

i	O
want	O
to	O
find	O
information	O
about	O
the	O
cast	1-movie.name
of	1-movie.name
apollo	B-movie.name
thirteen	I-movie.name

show	O
me	O
more	O
information	O
about	O
the	O
cast	O
and	O
crew	O
of	O
the	O
movie	1-6
apollo	B-movie.name
thirteen	I-movie.name

what	O
actors	O
were	1-movie.name
in	1-movie.name
dirty	B-movie.name
dancing	I-movie.name

show	O
me	O
the	O
actors	1-movie.name
in	1-movie.name
captain	B-movie.name
america	I-movie.name

show	1-movie.name
me	1-movie.name
gilda	B-movie.name
's	O
credits	O

i	O
can	O
't	O
remember	O
the	O
lead	O
guy	1-movie.name
in	1-movie.name
the	B-movie.name
avengers	I-movie.name

show	O
cast	O
list	1-movie.name
for	1-movie.name
the	B-movie.name
avergers	I-movie.name

who	1-character.name
plays	1-character.name
nemo	B-character.name
in	1-movie.name
finding	B-movie.name
nemo	I-movie.name

find	O
cast	O
and	O
crew	O
for	O
the	O
movie	1-6
finding	B-movie.name
nemo	I-movie.name

show	O
me	O
the	O
cast	O
and	O
crew	1-movie.name
for	1-movie.name
finding	B-movie.name
nemo	I-movie.name

show	O
me	O
the	O
cast	1-movie.name
of	1-movie.name
finding	B-movie.name
nemo	I-movie.name

who	O
are	O
the	O
main	O
voices	1-movie.name
in	1-movie.name
finding	B-movie.name
nemo	I-movie.name

who	O
starred	1-movie.name
in	1-movie.name
finding	B-movie.name
nemo	I-movie.name

who	O
stars	1-movie.name
in	1-movie.name
finding	B-movie.name
nemo	I-movie.name

who	O
was	O
the	O
main	O
character	1-movie.name
in	1-movie.name
men	B-movie.name
in	I-movie.name
black	I-movie.name
3	I-movie.name

can	O
i	O
see	O
the	O
credits	1-movie.name
for	1-movie.name
dirty	B-movie.name
dancing	I-movie.name

cast	1-movie.name
of	1-movie.name
dirty	B-movie.name
dancing	I-movie.name

find	O
cast	O
and	O
crew	1-movie.name
for	1-movie.name
dirty	B-movie.name
dancing	I-movie.name

search	O
cast	O
and	O
crew	1-movie.name
for	1-movie.name
dirty	B-movie.name
dancing	I-movie.name

search	O
for	O
the	O
cast	O
and	O
crew	O
for	O
the	O
movie	1-6
dirty	B-movie.name
dancing	I-movie.name

show	O
me	O
the	O
cast	O
and	O
list	1-movie.name
for	1-movie.name
dirty	B-movie.name
dancing	I-movie.name

who	O
starred	1-movie.name
in	1-movie.name
dirty	B-movie.name
dancing	I-movie.name

who	O
starred	1-movie.name
in	1-movie.name
dirty	B-movie.name
dancing	I-movie.name

who	O
were	O
the	O
stars	1-movie.name
of	1-movie.name
dirty	B-movie.name
dancing	I-movie.name

who	O
was	O
the	O
male	O
star	1-movie.name
of	1-movie.name
titanic	B-movie.name

who	O
starred	1-movie.name
in	1-movie.name
taxi	B-movie.name

who	O
played	1-movie.name
in	1-movie.name
the	B-movie.name
oranges	I-movie.name

actors	1-movie.name
for	1-movie.name
life	B-movie.name
is	I-movie.name
beautiful	I-movie.name

who	O
are	O
the	O
lead	O
actors	1-movie.name
in	1-movie.name
life	B-movie.name
is	I-movie.name
beautiful	I-movie.name

find	O
the	O
male	O
actor	O
from	O
the	O
movie	1-6
born	B-movie.name
free	I-movie.name

actor	1-movie.name
from	1-movie.name
iron	B-movie.name
man	I-movie.name

shows	O
actors	1-movie.name
in	1-movie.name
shoot	B-movie.name
to	I-movie.name
kill	I-movie.name

which	O
actors	O
starred	1-movie.name
in	1-movie.name
hitch	B-movie.name

who	O
are	O
all	O
of	O
the	O
actors	1-movie.name
in	1-movie.name
hitch	B-movie.name

who	O
was	O
the	O
lead	O
actor	1-movie.name
in	1-movie.name
hitch	B-movie.name

who	O
starred	1-movie.name
in	1-movie.name
dark	B-movie.name
knight	I-movie.name
rising	I-movie.name

who	O
played	1-5
nick	B-character.name
fury	I-character.name
in	1-movie.name
the	B-movie.name
avengers	I-movie.name

who	O
was	O
the	O
lead	O
actor	1-movie.name
in	1-movie.name
the	B-movie.name
avengers	I-movie.name

what	O
was	O
the	O
cast	1-movie.name
of	1-movie.name
black	B-movie.name
swan	I-movie.name

who	O
acted	1-movie.name
in	1-movie.name
black	B-movie.name
swan	I-movie.name

who	O
was	1-movie.name
in	1-movie.name
black	B-movie.name
swan	I-movie.name

who	O
was	O
the	O
lead	1-movie.name
in	1-movie.name
black	B-movie.name
swan	I-movie.name

actors	1-movie.name
in	1-movie.name
star	B-movie.name
wars	I-movie.name
four	I-movie.name

what	O
was	O
the	O
actor	O
who	O
played	1-5
esme	B-character.name
in	1-movie.name
twilight	B-movie.name

who	O
played	1-5
esme	B-character.name
in	1-movie.name
twilight	B-movie.name

who	O
starred	1-movie.name
in	1-movie.name
the	B-movie.name
parent	I-movie.name
trap	I-movie.name

cast	O
and	O
crew	1-movie.name
for	1-movie.name
hitch	B-movie.name

cast	O
and	O
crew	1-movie.name
of	1-movie.name
hitch	B-movie.name

cast	1-movie.name
hitch	B-movie.name

hitch	B-movie.name
crew	O

list	1-movie.name
cast	1-movie.name
hitch	B-movie.name

show	1-movie.name
me	1-movie.name
hitch	B-movie.name
's	O
cast	O

show	O
the	O
cast	1-movie.name
of	1-movie.name
hitch	B-movie.name

what	O
actors	O
appeared	O
in	O
the	O
movie	1-6
hitch	B-movie.name

what	O
actors	O
played	O
in	O
the	1-movie.name
movies	1-movie.name
hitch	B-movie.name

what	O
was	O
the	O
cast	1-movie.name
of	1-movie.name
hitch	B-movie.name

who	O
starred	1-movie.name
in	1-movie.name
hitch	B-movie.name

who	O
starred	O
in	O
the	O
movie	1-6
hitch	B-movie.name

who	O
stars	1-movie.name
in	1-movie.name
hitch	B-movie.name

who	O
was	1-movie.name
in	1-movie.name
hitch	B-movie.name

who	O
was	O
in	O
the	O
movie	1-6
hitch	B-movie.name

who	O
was	O
the	O
star	1-movie.name
in	1-movie.name
hitch	B-movie.name

voice	O
actor	1-character.name
for	1-character.name
homer	B-character.name
simpson	I-character.name

who	O
is	O
in	O
the	O
movie	1-6
two	B-movie.name
can	I-movie.name
play	I-movie.name
that	I-movie.name
game	I-movie.name

actress	1-movie.name
from	1-movie.name
gone	B-movie.name
with	I-movie.name
the	I-movie.name
wind	I-movie.name

who	O
are	O
the	O
lead	O
actors	O
in	O
this	O
movie	O

show	O
me	O
information	O
on	O
the	O
cast	O
and	O
crew	1-movie.name
of	1-movie.name
pitchperfect	B-movie.name

actors	1-movie.name
in	1-movie.name
house	B-movie.name
at	I-movie.name
the	I-movie.name
end	I-movie.name
of	I-movie.name
the	I-movie.name
street	I-movie.name

can	O
i	O
see	O
the	O
cast	O
and	O
crew	1-movie.name
for	1-movie.name
house	B-movie.name
at	I-movie.name
the	I-movie.name
end	I-movie.name
of	I-movie.name
the	I-movie.name
street	I-movie.name

cast	O
and	O
crew	1-movie.name
for	1-movie.name
house	B-movie.name
at	I-movie.name
the	I-movie.name
end	I-movie.name
of	I-movie.name
the	I-movie.name
street	I-movie.name

cast	O
and	O
crew	O
for	O
the	O
movie	1-6
house	B-movie.name
at	I-movie.name
the	I-movie.name
end	I-movie.name
of	I-movie.name
the	I-movie.name
street	I-movie.name

who	O
stars	O
on	1-movie.name
the	1-movie.name
house	B-movie.name
at	I-movie.name
the	I-movie.name
end	I-movie.name
of	I-movie.name
the	I-movie.name
street	I-movie.name

who	O
is	O
in	O
movie	O

who	O
is	O
in	O
movie	O

who	O
is	O
in	O
movie	O

who	O
acts	1-movie.name
in	1-movie.name
forager	B-movie.name

who	O
stars	1-movie.name
in	1-movie.name
forager	B-movie.name

who	O
is	O
the	O
cast	O
and	O
crew	1-movie.name
for	1-movie.name
now	B-movie.name
forager	I-movie.name

who	O
was	1-movie.name
in	1-movie.name
now	B-movie.name

actor	1-movie.name
from	1-movie.name
modern	B-movie.name
family	I-movie.name

list	O
the	O
actors	1-movie.name
in	1-movie.name
forager	B-movie.name

cast	O
and	O
crew	1-movie.name
of	1-movie.name
go	B-movie.name

who	O
starred	1-movie.name
in	1-movie.name
go	B-movie.name

who	O
was	O
the	O
lead	O
actress	1-movie.name
in	1-movie.name
the	B-movie.name
hunger	I-movie.name
games	I-movie.name

show	O
cast	O
of	O
movie	1-6
request	B-movie.name

what	O
is	O
the	O
cast	1-movie.name
in	1-movie.name
resident	B-movie.name
evil	I-movie.name
retribution	I-movie.name

list	O
me	O
the	O
actors	1-movie.name
for	1-movie.name
top	B-movie.name
gun	I-movie.name

who	1-character.name
was	1-character.name
the	B-character.name
tin	I-character.name
man	I-character.name
in	1-movie.name
wizard	B-movie.name
of	I-movie.name
oz	I-movie.name

actress	1-movie.name
in	1-movie.name
hum	B-movie.name
tum	I-movie.name

who	O
was	O
the	O
actor	O
in	O
movie	1-6
hum	B-movie.name
tum	I-movie.name

who	O
is	1-movie.name
in	1-movie.name
barfi	B-movie.name

who	O
was	O
the	O
lead	O
woman	1-movie.name
in	1-movie.name
the	B-movie.name
savages	I-movie.name

find	O
the	O
name	O
of	O
the	O
actor	O
who	O
played	1-5
jack	B-character.name
in	O
the	O
movie	1-6
titanic	B-movie.name

the	O
name	O
of	O
the	O
male	O
lead	O
in	O
the	O
movie	1-6
titanic	B-movie.name

what	O
is	O
the	O
name	O
of	O
the	O
lead	O
actor	O
in	1-movie.name
the	1-movie.name
titanic	B-movie.name

show	O
me	O
who	O
played	O
what	O
role	1-movie.name
in	1-movie.name
go	B-movie.name

i	O
cannot	O
remember	O
the	O
name	O
of	O
the	O
actor	1-movie.name
in	1-movie.name
pretty	B-movie.name
women	I-movie.name

what	O
is	O
the	O
name	O
of	O
the	O
actor	O
who	O
was	1-movie.name
in	1-movie.name
the	B-movie.name
parent	I-movie.name
trap	I-movie.name

find	O
name	O
of	O
main	O
actor	O
in	O
the	O
movie	1-6
the	B-movie.name
help	I-movie.name

looking	O
for	O
names	O
of	O
crew	O
members	1-movie.name
of	1-movie.name
apollo	B-movie.name
thirteen	I-movie.name

i	O
can	O
't	O
figure	O
out	O
the	O
name	O
of	O
the	O
lead	O
guy	1-movie.name
in	1-movie.name
the	B-movie.name
avengers	I-movie.name

what	O
were	O
the	O
names	O
of	O
the	O
ladies	O
in	O
facts	I-movie.name
of	I-movie.name
life	I-movie.name

how	O
old	1-person.name
is	1-person.name
steven	B-person.name
spielberg	I-person.name

when	1-person.name
steven	B-person.name
spielberg	I-person.name
born	O

what	1-person.name
is	1-person.name
tom	B-person.name
cruise	I-person.name
's	O
birthday	O

when	1-person.name
was	1-person.name
tom	B-person.name
cruise	I-person.name
born	O

when	1-person.name
is	1-person.name
will	B-person.name
ferrell	I-person.name
's	O
birthday	O

how	O
old	1-person.name
is	1-person.name
kristen	B-person.name
stewart	I-person.name

how	O
much	O
did	O
it	O
cost	O
to	1-movie.name
produce	1-movie.name
the	B-movie.name
dark	I-movie.name
night	I-movie.name

how	O
much	1-movie.name
did	1-movie.name
the	B-movie.name
dark	I-movie.name
night	I-movie.name
cost	O
to	O
produce	O

what	1-movie.name
was	1-movie.name
the	B-movie.name
dark	I-movie.name
night	I-movie.name
budget	O

the	B-movie.name
godfather	I-movie.name
's	O
budget	O

budget	1-movie.name
for	1-movie.name
the	B-movie.name
blind	I-movie.name
side	I-movie.name

i	O
want	O
to	O
look	O
up	O
the	O
budget	1-movie.name
of	1-movie.name
freedom	B-movie.name
writers	I-movie.name

i	O
would	O
like	O
to	O
look	O
up	O
the	O
budget	1-movie.name
of	1-movie.name
freedom	B-movie.name
writers	I-movie.name

look	O
for	O
the	O
budget	1-movie.name
of	1-movie.name
freedom	B-movie.name
writers	I-movie.name

how	O
much	1-movie.name
was	1-movie.name
hunger	B-movie.name
games	I-movie.name
made	O
for	O

how	O
much	O
was	O
the	O
budget	1-movie.name
for	1-movie.name
the	B-movie.name
hunger	I-movie.name
games	I-movie.name

how	O
much	1-movie.name
did	1-movie.name
black	B-movie.name
swan	I-movie.name
cost	O

how	O
much	O
did	O
hollywood	O
pay	1-movie.name
for	1-movie.name
black	B-movie.name
swan	I-movie.name

what	O
was	O
the	O
budget	1-movie.name
for	1-movie.name
black	B-movie.name
swan	I-movie.name

what	O
were	O
production	O
costs	1-movie.name
for	1-movie.name
black	B-movie.name
swan	I-movie.name

what	O
was	O
the	O
budget	1-movie.name
for	1-movie.name
wrong	B-movie.name
turn	I-movie.name

search	O
for	O
the	O
budget	1-movie.name
of	1-movie.name
step	B-movie.name
up	I-movie.name

budget	1-movie.name
for	1-movie.name
titanic	B-movie.name

budget	1-movie.name
for	1-movie.name
titanic	B-movie.name

budget	1-movie.name
for	1-movie.name
titanic	B-movie.name
movie	O

how	O
much	1-movie.name
did	1-movie.name
titanic	B-movie.name
cost	O
to	O
make	O

how	O
much	O
was	O
the	O
total	O
budget	O
for	1-movie.name
the	1-movie.name
titanic	B-movie.name

what	1-movie.name
was	1-movie.name
titanic	B-movie.name
's	O
budget	O

what	O
was	O
the	O
budget	1-movie.name
for	1-movie.name
courageous	B-movie.name

what	O
was	O
the	O
budget	1-movie.name
for	1-movie.name
facing	B-movie.name
the	I-movie.name
giants	I-movie.name

budget	1-movie.name
of	1-movie.name
heroine	B-movie.name

finding	O
the	O
buget	1-movie.name
of	1-movie.name
heroine	B-movie.name

looking	O
of	O
movie	1-6
heroine	B-movie.name
's	O
budget	O

what	O
is	O
the	O
buget	O
of	O
movie	1-6
heroine	B-movie.name

how	O
much	O
did	O
it	O
cost	O
to	1-movie.name
make	1-movie.name
jurassic	B-movie.name
park	I-movie.name

what	O
was	O
the	O
budget	1-movie.name
for	1-movie.name
jurassic	B-movie.name
park	I-movie.name

how	O
much	1-director.name
did	1-director.name
james	B-director.name
cameron	I-director.name
have	O
to	O
spend	O
to	1-movie.name
make	1-movie.name
avatar	B-movie.name

avatar	B-movie.name
must	O
have	O
cost	O
a	O
bundle	O

did	1-movie.name
the	1-movie.name
avatar	B-movie.name
movie	O
have	O
a	O
budget	O
for	O
spending	O

get	O
me	O
info	O
on	O
the	O
budget	1-movie.name
for	1-movie.name
avatar	B-movie.name

how	O
much	O
did	O
it	O
cost	O
to	1-movie.name
make	1-movie.name
avatar	B-movie.name

how	O
much	O
did	O
the	O
studio	O
spend	O
to	1-movie.name
make	1-movie.name
avatar	B-movie.name

how	O
much	O
money	O
was	O
budgeted	O
for	1-movie.name
the	1-movie.name
avatar	B-movie.name
movie	O

i	O
need	O
to	O
know	O
the	O
budget	O
of	O
the	O
movie	1-6
avatar	B-movie.name

i	O
want	O
to	O
know	1-movie.name
the	1-movie.name
avatar	B-movie.name
's	O
budget	O

list	O
the	O
budget	1-movie.name
for	1-movie.name
avatar	B-movie.name

show	O
me	O
what	O
was	O
the	O
budget	O
of	O
the	O
movie	1-6
avatar	B-movie.name

what	O
did	O
the	O
movie	1-6
avatar	B-movie.name
cost	O
to	O
make	O

what	1-movie.name
was	1-movie.name
avatar	B-movie.name
's	O
budget	O

what	O
was	O
the	O
budget	1-movie.name
for	1-movie.name
avatar	B-movie.name

what	O
was	O
the	O
budget	1-movie.name
for	1-movie.name
avatar	B-movie.name

what	O
was	O
the	O
budget	1-movie.name
for	1-movie.name
avatar	B-movie.name

what	O
was	O
the	O
budget	O
for	O
the	O
movie	1-6
avatar	B-movie.name

what	O
was	O
the	O
budget	O
of	O
the	O
movie	1-6
avatar	B-movie.name

how	O
much	O
did	O
the	O
movie	1-6
avatar	B-movie.name
cost	O

how	O
much	O
money	O
was	O
spent	1-movie.name
on	1-movie.name
batman	B-movie.name

tell	O
me	O
the	O
budget	O
for	O
the	O
movie	1-6
batman	B-movie.name

how	O
much	1-movie.name
did	1-movie.name
batman	B-movie.name
begins	I-movie.name
cost	O

how	O
much	O
was	O
it	O
to	O
make	O
the	1-movie.name
film	1-movie.name
batman	B-movie.name
begins	I-movie.name

budget	1-movie.name
for	1-movie.name
the	B-movie.name
avengers	I-movie.name

how	O
much	O
did	O
it	O
take	O
to	1-movie.name
make	1-movie.name
the	B-movie.name
avengers	I-movie.name

what	O
was	O
the	O
budget	1-movie.name
for	1-movie.name
the	B-movie.name
avengers	I-movie.name

what	O
was	O
the	O
budget	1-movie.name
for	1-movie.name
citizen	B-movie.name
kane	I-movie.name

find	O
out	O
the	O
budget	1-movie.name
of	1-movie.name
cujo	B-movie.name

budget	1-movie.name
for	1-movie.name
gone	B-movie.name
with	I-movie.name
the	I-movie.name
wind	I-movie.name

gone	B-movie.name
with	I-movie.name
the	I-movie.name
wind	I-movie.name
's	O
budget	O
information	O
please	O

gone	B-movie.name
with	I-movie.name
the	I-movie.name
wind	I-movie.name
's	O
budget	O

show	O
me	O
the	O
budget	O
for	O
the	O
movie	O

budget	O
for	1-movie.name
the	1-movie.name
hulk	B-movie.name

budget	O
request	1-movie.name
for	1-movie.name
my	B-movie.name
big	I-movie.name
fat	I-movie.name
greek	I-movie.name
wedding	I-movie.name

find	O
the	O
budget	1-movie.name
of	1-movie.name
my	B-movie.name
big	I-movie.name
fat	I-movie.name
greek	I-movie.name
wedding	I-movie.name

how	O
much	1-movie.name
did	1-movie.name
my	B-movie.name
big	I-movie.name
fat	I-movie.name
greek	I-movie.name
wedding	I-movie.name
cost	O

what	O
was	O
the	O
budget	1-movie.name
of	1-movie.name
my	B-movie.name
big	I-movie.name
fat	I-movie.name
greek	I-movie.name
wedding	I-movie.name

what	O
was	O
the	O
budget	1-movie.name
for	1-movie.name
old	B-movie.name
school	I-movie.name

what	1-movie.name
was	1-movie.name
the	B-movie.name
bourne	I-movie.name
identity	I-movie.name
's	O
budget	O

how	O
much	O
did	O
it	O
cost	O
to	1-movie.name
produce	1-movie.name
the	B-movie.name
deer	I-movie.name
hunter	I-movie.name

provide	O
the	O
cost	O
for	1-movie.name
producing	1-movie.name
the	B-movie.name
deer	I-movie.name
hunter	I-movie.name

will	O
you	O
show	O
the	O
cost	O
to	1-movie.name
produce	1-movie.name
the	B-movie.name
deer	I-movie.name
hunter	I-movie.name

what	O
was	O
the	O
budget	1-movie.name
for	1-movie.name
the	B-movie.name
hobbit	I-movie.name

can	O
i	O
see	1-movie.name
what	1-movie.name
the	B-movie.name
lion	I-movie.name
king	I-movie.name
's	O
budget	O
was	O

show	1-movie.name
me	1-movie.name
the	B-movie.name
lion	I-movie.name
king	I-movie.name
's	O
budget	O

what	O
was	O
the	O
budget	O
for	O
passion	I-movie.name
of	I-movie.name
the	I-movie.name
christ	I-movie.name

what	O
was	O
the	O
budget	1-movie.name
for	1-movie.name
top	B-movie.name
gun	I-movie.name

what	1-movie.name
was	1-movie.name
top	B-movie.name
gun	I-movie.name
's	O
budget	O

who	1-actor.name
does	1-actor.name
ellen	B-actor.name
degeneres	I-actor.name
play	1-movie.name
in	1-movie.name
finding	B-movie.name
nemo	I-movie.name

what	O
character	1-actor.name
did	1-actor.name
tom	B-actor.name
hanks	I-actor.name
play	1-movie.name
in	1-movie.name
apollo	B-movie.name
thirteen	I-movie.name

lion	B-movie.name
king	I-movie.name
characters	O

what	O
character	1-actor.name
did	1-actor.name
will	B-actor.name
smith	I-actor.name
play	1-movie.name
in	1-movie.name
hitch	B-movie.name

what	O
role	1-actor.name
did	1-actor.name
sarah	B-actor.name
polley	I-actor.name
play	1-movie.name
in	1-movie.name
go	B-movie.name

what	1-actor.name
was	1-actor.name
kevin	B-actor.name
james	I-actor.name
role	1-movie.name
in	1-movie.name
hitch	B-movie.name

who	O
directed	O
the	O
music	1-movie.name
in	1-movie.name
gone	B-movie.name
with	I-movie.name
the	I-movie.name
wind	I-movie.name

show	O
me	O
the	O
music	O
composer	O
for	O
the	O
movie	O

who	O
directed	O
the	O
musical	O
score	1-movie.name
in	1-movie.name
barfi	B-movie.name

how	O
many	O
films	1-actor.name
did	1-actor.name
ed	B-actor.name
harris	I-actor.name
do	1-actor.name
with	1-actor.name
tom	B-actor.name
hanks	I-actor.name

how	O
many	O
movies	O
were	O
released	1-movie.release_date
on	1-movie.release_date
nine	B-movie.release_date
twenty	I-movie.release_date
eight	I-movie.release_date
twelve	I-movie.release_date

how	O
many	O
movies	O
were	O
filmed	1-movie.location
in	1-movie.location
asia	B-movie.location

how	O
many	O
films	O
directed	1-1
by	1-1
barbra	B-director.name
streisand	I-director.name
have	O
been	O
shot	O
in	1-movie.location
the	1-movie.location
czech	B-movie.location
republic	I-movie.location

how	O
many	O
movies	1-producer.name
has	1-producer.name
albert	B-producer.name
ruddy	I-producer.name
produced	O

how	O
many	O
movies	1-producer.name
has	1-producer.name
lionsgate	B-producer.name
done	O

how	O
many	O
movies	1-director.name
did	1-director.name
richard	B-director.name
lester	I-director.name
direct	O

how	O
many	O
films	1-actor.name
has	1-actor.name
taye	B-actor.name
diggs	I-actor.name
been	O
in	O

how	O
many	O
movies	1-producer.name
has	1-producer.name
ray	B-producer.name
stark	I-producer.name
produced	O

how	O
many	O
producers	O
did	O
the	O
movie	1-movie.name
the	1-movie.name
hitch	B-movie.name
have	O

how	O
many	O
movies	1-director.name
has	1-director.name
charles	B-director.name
vidor	I-director.name
directed	O

how	O
many	O
movies	1-actor.name
has	1-actor.name
kristen	B-actor.name
stewart	I-actor.name
made	O

i	O
wonder	O
how	O
many	1-actor.name
movies	1-actor.name
alfred	B-actor.name
hitchcock	I-actor.name
was	O
in	O
that	O
he	O
directed	O

how	O
many	O
movies	1-director.name
has	1-director.name
steven	B-director.name
spielberg	I-director.name
directed	O

how	O
many	O
films	1-director.name
did	1-director.name
